index,date,federal_state_id,federal_state_name,professional_area_ID,professional_area,number_of_unemployed,number_of_job _seekers,reported_open_positions,reported_open_positions_moving_annual_total
265,15/01/2019,,Schleswig-Holstein,2811,Berufe in der Textilgestaltung,4,10,- ,* 
266,15/01/2019,,Schleswig-Holstein,28114,Textilgestaltung - Experte,3,4,- ,- 
267,15/01/2019,,Schleswig-Holstein,2812,Berufe in der Textilherstellung,3,10,* ,3
268,15/01/2019,,Schleswig-Holstein,28122,Textilherstellung - Fachkraft,3,9,* ,* 
269,15/01/2019,,Schleswig-Holstein,282,Textilverarbeitung,265,574,32,99
270,15/01/2019,,Schleswig-Holstein,2821,Berufe im Modedesign,13,24,- ,* 
271,15/01/2019,,Schleswig-Holstein,28212,Modedesign - Fachkraft,5,8,- ,- 
272,15/01/2019,,Schleswig-Holstein,28213,Modedesign - Spezialist,6,8,- ,* 
273,15/01/2019,,Schleswig-Holstein,2822,Berufe i.d. Bekleidungsherstellung,213,473,14,55
274,15/01/2019,,Schleswig-Holstein,28222,Bekleidungsherstellung - Fachkraft,211,468,13,54
275,15/01/2019,,Schleswig-Holstein,2823,"Technische Konfektionäre, Segelmacher",26,50,15,37
276,15/01/2019,,Schleswig-Holstein,28232,"Tech.Konfektionäre,Segelmacher-Fachkraft",26,50,15,37
277,15/01/2019,,Schleswig-Holstein,2824,"Berufe Polsterei, Fahrzeuginnenausstat.",11,23,3,6
278,15/01/2019,,Schleswig-Holstein,28242,"Polsterei,Fahrzeuginnenausstat-Fachkraft",11,23,3,6
279,15/01/2019,,Schleswig-Holstein,283,"Leder-, Pelzherstellung u. -verarbeitung",26,55,14,21
280,15/01/2019,,Schleswig-Holstein,2832,"Berufe Sattlerei, Herst. Lederutensilien",4,11,* ,4
281,15/01/2019,,Schleswig-Holstein,28322,"Sattlerei,Herst. Lederutensil.-Fachkraft",4,11,* ,4
282,15/01/2019,,Schleswig-Holstein,2833,Berufe in der Schuhherstellung,21,41,9,15
283,15/01/2019,,Schleswig-Holstein,28332,Schuhherstellung - Fachkraft,21,41,9,15
284,15/01/2019,,Schleswig-Holstein,29,Lebensmittelherstellung u. -verarbeitung,"1,376","2,170",642,"1,870"
285,15/01/2019,,Schleswig-Holstein,291,Getränkeherstellung,4,6,* ,6
286,15/01/2019,,Schleswig-Holstein,2911,Brauer/innen und Mälzer/innen,3,3,* ,4
287,15/01/2019,,Schleswig-Holstein,29112,"Brauer/innen, Mälzer/innen - Fachkraft",3,3,* ,* 
288,15/01/2019,,Schleswig-Holstein,292,Lebensmittel- u. Genussmittelherstellung,413,695,177,498
289,15/01/2019,,Schleswig-Holstein,2920,Berufe i.d. Lebensmittelherstellung (oS),43,85,38,81
290,15/01/2019,,Schleswig-Holstein,29202,Lebensmittelherstellung (oS) - Fachkraft,29,55,32,61
291,15/01/2019,,Schleswig-Holstein,29203,Lebensmittelherstellung (oS) -Spezialist,10,20,- ,7
292,15/01/2019,,Schleswig-Holstein,29204,Lebensmittelherstellung (o.S.) - Experte,4,10,6,13
293,15/01/2019,,Schleswig-Holstein,2922,"Berufe Back-, Konditoreiwarenherstell.",192,348,58,184
294,15/01/2019,,Schleswig-Holstein,29222,"Back-, Konditoreiwarenherst.-Fachkraft",192,348,58,184
295,15/01/2019,,Schleswig-Holstein,2923,Berufe in der Fleischverarbeitung,108,162,42,153
296,15/01/2019,,Schleswig-Holstein,29232,Fleischverarbeitung - Fachkraft,107,161,42,152
297,15/01/2019,,Schleswig-Holstein,2924,Berufe in der Fischverarbeitung,7,12,- ,* 
298,15/01/2019,,Schleswig-Holstein,29242,Fischverarbeitung - Fachkraft,7,12,- ,* 
299,15/01/2019,,Schleswig-Holstein,2925,Berufe in der Milchproduktherstellung,29,35,23,42
300,15/01/2019,,Schleswig-Holstein,29252,Milchproduktherstellung - Fachkraft,27,32,23,41
301,15/01/2019,,Schleswig-Holstein,2926,Berufe in der Süßwarenherstellung,5,6,* ,6
302,15/01/2019,,Schleswig-Holstein,29262,Süßwarenherstellung - Fachkraft,5,6,* ,4
303,15/01/2019,,Schleswig-Holstein,2929,"Aufsicht,Führung-Lebens-,Genussmittelher",29,44,12,22
304,15/01/2019,,Schleswig-Holstein,29293,"Aufsicht-Lebens-,Genussmittelherstellung",29,44,11,20
305,15/01/2019,,Schleswig-Holstein,293,Speisenzubereitung,959,"1,469",463,"1,366"
306,15/01/2019,,Schleswig-Holstein,2930,Köche/Köchinnen (o.S.),902,"1,387",445,"1,285"
307,15/01/2019,,Schleswig-Holstein,29302,Köche/Köchinnen (o.S.) - Fachkraft,902,"1,387",445,"1,285"
308,15/01/2019,,Schleswig-Holstein,2932,"Grill-, Braten- u. Fischköche/-köchinnen",7,11,* ,8
309,15/01/2019,,Schleswig-Holstein,29322,"Grill-, Braten-, Fischköche - Fachkraft",7,11,* ,8
310,15/01/2019,,Schleswig-Holstein,2939,"Aufsicht, Führung - Speisenzubereitung",50,70,13,67
311,15/01/2019,,Schleswig-Holstein,29393,Aufsicht - Speisenzubereitung,9,15,6,38
312,15/01/2019,,Schleswig-Holstein,29394,Führung - Speisenzubereitung,41,55,7,29
313,15/01/2019,,Schleswig-Holstein,31,"Bauplanung,Architektur,Vermessungsberufe",162,294,173,622
314,15/01/2019,,Schleswig-Holstein,311,"Bauplanung u. -überwachung, Architektur",147,261,151,549
315,15/01/2019,,Schleswig-Holstein,3110,Berufe Bauplanung u. -überwachung (o.S.),23,51,49,199
316,15/01/2019,,Schleswig-Holstein,31103,"Bauplanung,-überwachung (oS)-Spezialist",4,7,13,28
317,15/01/2019,,Schleswig-Holstein,31104,"Bauplanung, -überwachung (oS) - Experte",19,41,36,170
318,15/01/2019,,Schleswig-Holstein,3111,Berufe in der Architektur,46,79,36,138
319,15/01/2019,,Schleswig-Holstein,31114,Architektur - Experte,46,79,36,138
320,15/01/2019,,Schleswig-Holstein,3112,Berufe in der Stadt- und Raumplanung,6,8,8,34
321,15/01/2019,,Schleswig-Holstein,31124,Stadt- und Raumplanung - Experte,6,8,8,34
322,15/01/2019,,Schleswig-Holstein,3113,"Berufe Bauplanung Verkehrswege, -anlagen",3,5,4,13
323,15/01/2019,,Schleswig-Holstein,3115,Berufe Bauwerkserhaltung und -erneuerung,3,3,- ,* 
324,15/01/2019,,Schleswig-Holstein,31153,"Bauwerkserhaltung,-erneuerung-Spezialist",3,3,- ,* 
325,15/01/2019,,Schleswig-Holstein,3116,Bausachverständige und Baukontrolleure,3,5,- ,- 
326,15/01/2019,,Schleswig-Holstein,3117,"Berufe i.d. Bauabrechnung, -kalkulation",7,12,5,13
327,15/01/2019,,Schleswig-Holstein,31173,"Bauabrechnung,-kalkulation - Spezialist",7,12,5,9
328,15/01/2019,,Schleswig-Holstein,3119,"Aufsicht,Führung-Bauplan,-überw,Archit.",54,92,42,119
329,15/01/2019,,Schleswig-Holstein,31194,"Führung-Bauplan.,-überwach., Architektur",52,90,41,117
330,15/01/2019,,Schleswig-Holstein,312,Vermessung und Kartografie,15,33,22,73
331,15/01/2019,,Schleswig-Holstein,3121,Berufe in der Vermessungstechnik,14,28,21,69
332,15/01/2019,,Schleswig-Holstein,31212,Vermessungstechnik - Fachkraft,7,18,9,24
333,15/01/2019,,Schleswig-Holstein,31214,Vermessungstechnik - Experte,6,7,12,44
334,15/01/2019,,Schleswig-Holstein,32,Hoch- und Tiefbauberufe,778,"1,098",488,"1,250"
335,15/01/2019,,Schleswig-Holstein,321,Hochbau,628,880,319,846
336,15/01/2019,,Schleswig-Holstein,3210,Berufe im Hochbau (o.S.),50,80,34,141
337,15/01/2019,,Schleswig-Holstein,32102,Hochbau (o.S.) - Fachkraft,9,16,3,4
338,15/01/2019,,Schleswig-Holstein,32103,Hochbau (o.S.) - Spezialist,18,26,13,49
339,15/01/2019,,Schleswig-Holstein,32104,Hochbau (o.S.) - Experte,23,38,18,88
340,15/01/2019,,Schleswig-Holstein,3211,Berufe im Beton- und Stahlbetonbau,90,164,24,40
341,15/01/2019,,Schleswig-Holstein,32112,Beton- und Stahlbetonbau - Fachkraft,90,164,23,38
342,15/01/2019,,Schleswig-Holstein,3212,Berufe im Maurerhandwerk,253,321,118,345
343,15/01/2019,,Schleswig-Holstein,32122,Maurerhandwerk - Fachkraft,252,320,118,345
344,15/01/2019,,Schleswig-Holstein,3214,Berufe in der Dachdeckerei,154,204,93,231
345,15/01/2019,,Schleswig-Holstein,32142,Dachdeckerei - Fachkraft,154,204,93,231
346,15/01/2019,,Schleswig-Holstein,3215,Berufe im Fassadenbau,8,12,3,3
347,15/01/2019,,Schleswig-Holstein,32152,Fassadenbau - Fachkraft,8,12,3,3
348,15/01/2019,,Schleswig-Holstein,3216,Berufe im Gerüstbau,47,65,24,47
349,15/01/2019,,Schleswig-Holstein,32162,Gerüstbau - Fachkraft,47,65,24,47
350,15/01/2019,,Schleswig-Holstein,3219,Aufsicht - Hochbau,26,33,18,34
351,15/01/2019,,Schleswig-Holstein,32193,Aufsicht - Hochbau,26,33,18,34
352,15/01/2019,,Schleswig-Holstein,322,Tiefbau,150,218,169,404
353,15/01/2019,,Schleswig-Holstein,3220,Berufe im Tiefbau (o.S.),43,72,75,205
354,15/01/2019,,Schleswig-Holstein,32202,Tiefbau (o.S.) - Fachkraft,38,56,59,130
355,15/01/2019,,Schleswig-Holstein,32204,Tiefbau (o.S.) - Experte,3,12,8,39
356,15/01/2019,,Schleswig-Holstein,3221,"Pflasterer/innen, Steinsetzer/innen",40,52,20,34
357,15/01/2019,,Schleswig-Holstein,32212,"Pflasterer, Steinsetzer - Fachkraft",40,52,20,34
358,15/01/2019,,Schleswig-Holstein,3222,Berufe im Straßen- und Asphaltbau,42,62,40,115
359,15/01/2019,,Schleswig-Holstein,32222,Straßen- und Asphaltbau - Fachkraft,41,60,36,84
360,15/01/2019,,Schleswig-Holstein,3224,Berufe im Brunnenbau,6,10,7,5
361,15/01/2019,,Schleswig-Holstein,32242,Brunnenbau - Fachkraft,6,10,7,5
362,15/01/2019,,Schleswig-Holstein,3225,Berufe im Kanal- und Tunnelbau,3,4,13,13
363,15/01/2019,,Schleswig-Holstein,32252,Kanal- und Tunnelbau - Fachkraft,3,4,13,13
364,15/01/2019,,Schleswig-Holstein,3226,Berufe im Kultur- und Wasserbau,5,5,- ,4
365,15/01/2019,,Schleswig-Holstein,32262,Kultur- und Wasserbau - Fachkraft,5,5,- ,4
366,15/01/2019,,Schleswig-Holstein,3229,Aufsicht - Tiefbau,9,11,10,24
367,15/01/2019,,Schleswig-Holstein,32293,Aufsicht - Tiefbau,9,11,10,24
368,15/01/2019,,Schleswig-Holstein,33,(Innen-)Ausbauberufe,"1,082","1,559",527,"1,403"
369,15/01/2019,,Schleswig-Holstein,331,Bodenverlegung,92,164,117,186
370,15/01/2019,,Schleswig-Holstein,3310,Berufe in der Bodenverlegung (o.S.),20,35,29,49
371,15/01/2019,,Schleswig-Holstein,33102,Bodenverlegung (o.S.) - Fachkraft,20,35,29,49
372,15/01/2019,,Schleswig-Holstein,3311,"Berufe Fliesen-,Platten-,Mosaikverlegung",61,107,66,110
373,15/01/2019,,Schleswig-Holstein,33112,"Fliesen-Platten-,Mosaikverleg.-Fachkraft",61,107,66,110
374,15/01/2019,,Schleswig-Holstein,3312,Berufe Estrich- und Terrazzoverlegung,4,11,9,8
375,15/01/2019,,Schleswig-Holstein,33122,"Estrich-, Terrazzoverlegung - Fachkraft",4,11,9,8
376,15/01/2019,,Schleswig-Holstein,3313,Berufe in der Parkettverlegung,5,7,10,16
377,15/01/2019,,Schleswig-Holstein,33132,Parkettverlegung - Fachkraft,5,7,10,16
378,15/01/2019,,Schleswig-Holstein,332,"Maler.,Stuckat.,Bauwerksabd,Bautenschutz",625,883,246,751
379,15/01/2019,,Schleswig-Holstein,3321,Berufe für Maler- und Lackiererarbeiten,574,806,230,715
380,15/01/2019,,Schleswig-Holstein,33212,"Maler-, Lackiererarbeiten - Fachkraft",573,805,230,715
381,15/01/2019,,Schleswig-Holstein,3322,Berufe für Stuckateurarbeiten,17,30,* ,8
382,15/01/2019,,Schleswig-Holstein,33222,Stuckateurarbeiten - Fachkraft,17,28,* ,8
383,15/01/2019,,Schleswig-Holstein,3323,Berufe in der Bauwerksabdichtung,7,8,* ,* 
384,15/01/2019,,Schleswig-Holstein,33232,Bauwerksabdichtung - Fachkraft,6,6,* ,* 
385,15/01/2019,,Schleswig-Holstein,3324,Berufe im Holz- und Bautenschutz,5,7,* ,* 
386,15/01/2019,,Schleswig-Holstein,33242,Holz- und Bautenschutz - Fachkraft,4,6,* ,* 
387,15/01/2019,,Schleswig-Holstein,3329,Aufsicht-MalerStuckBauwerksabdBautensch.,22,32,13,25
388,15/01/2019,,Schleswig-Holstein,33293,Aufsicht-MalerStuckBauwerksabdBautensch.,22,32,13,25
389,15/01/2019,,Schleswig-Holstein,333,"Aus-,Trockenbau.Iso.Zimmer.Glas.Roll.bau",365,512,164,466
390,15/01/2019,,Schleswig-Holstein,3330,Berufe im Aus- und Trockenbau (o.S.),69,107,34,77
391,15/01/2019,,Schleswig-Holstein,33302,Aus- und Trockenbau (o.S.) - Fachkraft,69,107,34,77
392,15/01/2019,,Schleswig-Holstein,3331,Berufe in der Isolierung,9,16,6,13
393,15/01/2019,,Schleswig-Holstein,33312,Isolierung - Fachkraft,9,16,6,13
394,15/01/2019,,Schleswig-Holstein,3332,Berufe in der Zimmerei,222,295,78,247
395,15/01/2019,,Schleswig-Holstein,33322,Zimmerei - Fachkraft,222,294,78,246
396,15/01/2019,,Schleswig-Holstein,3333,Berufe in der Bautischlerei,21,30,21,66
397,15/01/2019,,Schleswig-Holstein,33332,Bautischlerei - Fachkraft,21,30,21,66
398,15/01/2019,,Schleswig-Holstein,3334,Berufe in der Glaserei,24,39,16,36
399,15/01/2019,,Schleswig-Holstein,33342,Glaserei - Fachkraft,24,39,16,36
400,15/01/2019,,Schleswig-Holstein,3335,Berufe im Rollladen- und Jalousiebau,5,5,6,13
401,15/01/2019,,Schleswig-Holstein,33352,Rollladen- und Jalousiebau - Fachkraft,5,5,6,13
402,15/01/2019,,Schleswig-Holstein,3339,"Aufsicht-Aus-,Trockenbau.Iso.Zimm.Glas.",15,20,3,14
403,15/01/2019,,Schleswig-Holstein,33393,"Aufsicht-Aus-,Trockenbau.Iso.Zimm.Glas.",15,20,3,14
404,15/01/2019,,Schleswig-Holstein,34,Gebäude- u. versorgungstechnische Berufe,"2,211","3,671",818,"1,883"
405,15/01/2019,,Schleswig-Holstein,341,Gebäudetechnik,"1,932","3,206",124,608
406,15/01/2019,,Schleswig-Holstein,3410,Berufe in der Gebäudetechnik (o.S.),"1,746","2,889",114,532
407,15/01/2019,,Schleswig-Holstein,34102,Gebäudetechnik (o.S.) - Fachkraft,"1,741","2,879",109,513
408,15/01/2019,,Schleswig-Holstein,34103,Gebäudetechnik (o.S.) - Spezialist,3,7,3,11
409,15/01/2019,,Schleswig-Holstein,3411,"Platz-, Gerätewarte/innen",182,310,8,69
410,15/01/2019,,Schleswig-Holstein,34112,"Platz-, Gerätewarte/innen - Fachkraft",182,310,8,69
411,15/01/2019,,Schleswig-Holstein,3419,Aufsicht - Gebäudetechnik,4,7,* ,7
412,15/01/2019,,Schleswig-Holstein,34193,Aufsicht - Gebäudetechnik,4,7,* ,7
413,15/01/2019,,Schleswig-Holstein,342,"Klempnerei,Sanitär,Heizung,Klimatechnik",159,266,480,852
414,15/01/2019,,Schleswig-Holstein,3420,Berufe in der Klempnerei (o.S.),22,31,33,43
415,15/01/2019,,Schleswig-Holstein,34202,Klempnerei (o.S.) - Fachkraft,22,31,33,43
416,15/01/2019,,Schleswig-Holstein,3421,"Berufe Sanitär-, Heizungs-, Klimatechnik",108,195,372,703
417,15/01/2019,,Schleswig-Holstein,34212,"Sanitär,Heizung,Klimatechnik - Fachkraft",103,187,363,684
418,15/01/2019,,Schleswig-Holstein,34213,"Sanitär,Heizung,Klimatechnik -Spezialist",3,5,9,17
419,15/01/2019,,Schleswig-Holstein,3422,Berufe im Ofen- und Luftheizungsbau,4,4,4,8
420,15/01/2019,,Schleswig-Holstein,34222,Ofen- und Luftheizungsbau - Fachkraft,4,4,4,8
421,15/01/2019,,Schleswig-Holstein,3423,Berufe in der Kältetechnik,6,11,54,59
422,15/01/2019,,Schleswig-Holstein,34232,Kältetechnik - Fachkraft,5,9,53,58
423,15/01/2019,,Schleswig-Holstein,3429,"Aufsicht-Klemp.Sanitär,Heizung,Klimatech",19,25,17,39
424,15/01/2019,,Schleswig-Holstein,34293,"Aufsicht-Klemp.Sanitär,Heizung,Klimatech",19,25,17,39
425,15/01/2019,,Schleswig-Holstein,343,Ver- und Entsorgung,120,199,214,423
426,15/01/2019,,Schleswig-Holstein,3430,Berufe in der Ver- und Entsorgung (o.S.),8,16,18,52
427,15/01/2019,,Schleswig-Holstein,34302,Ver- und Entsorgung (o.S.) - Fachkraft,5,8,11,23
428,15/01/2019,,Schleswig-Holstein,3431,"Berufe Wasserversorgung,Abwassertechnik",11,18,36,73
429,15/01/2019,,Schleswig-Holstein,34312,"Wasserversorg.,Abwassertechn.-Fachkraft",10,16,36,73
430,15/01/2019,,Schleswig-Holstein,3432,Berufe im Rohrleitungsbau,20,26,46,101
431,15/01/2019,,Schleswig-Holstein,34322,Rohrleitungsbau - Fachkraft,20,26,46,99
432,15/01/2019,,Schleswig-Holstein,3433,Berufe in der Abfallwirtschaft,38,55,10,21
433,15/01/2019,,Schleswig-Holstein,34332,Abfallwirtschaft - Fachkraft,38,55,9,17
434,15/01/2019,,Schleswig-Holstein,3434,"Berufe Anlagen-, Behälter-, Apparatebau",42,83,98,163
435,15/01/2019,,Schleswig-Holstein,34342,"Anlagen-,Behälter-,Apparatebau-Fachkraft",37,75,93,153
436,15/01/2019,,Schleswig-Holstein,34343,"Anlage-,Behälter-,Apparatebau-Spezialist",5,8,5,10
437,15/01/2019,,Schleswig-Holstein,41,"Mathematik-Biologie-Chemie-,Physikberufe",360,607,124,454
438,15/01/2019,,Schleswig-Holstein,4110,Berufe in der Mathematik (o.S.),7,12,4,11
439,15/01/2019,,Schleswig-Holstein,41104,Mathematik (o.S.) - Experte,7,12,4,11
440,15/01/2019,,Schleswig-Holstein,41114,Statistik - Experte,7,9,3,5
441,15/01/2019,,Schleswig-Holstein,412,Biologie,141,257,22,117
442,15/01/2019,,Schleswig-Holstein,4120,Berufe in der Biologie (o.S.),54,100,5,40
443,15/01/2019,,Schleswig-Holstein,41204,Biologie (o.S.) - Experte,54,100,5,40
444,15/01/2019,,Schleswig-Holstein,4121,Berufe im biologisch-techn. Laboratorium,36,63,12,59
445,15/01/2019,,Schleswig-Holstein,41212,Biologisch-techn. Laboratorium-Fachkraft,26,50,12,56
446,15/01/2019,,Schleswig-Holstein,41214,Biologisch-techn.Laboratorium-Experte,10,12,- ,3
447,15/01/2019,,Schleswig-Holstein,4122,Berufe in der biologischen Präparation,3,4,- ,- 
448,15/01/2019,,Schleswig-Holstein,41222,Biologische Präparation - Fachkraft,3,4,- ,- 
449,15/01/2019,,Schleswig-Holstein,4123,Berufe in der Biologie (Ökologie),16,24,* ,7
450,15/01/2019,,Schleswig-Holstein,41234,Biologie (Ökologie) - Experte,16,24,* ,7
451,15/01/2019,,Schleswig-Holstein,4127,Berufe in der Biologie (Humanbiologie),3,3,* ,* 
452,15/01/2019,,Schleswig-Holstein,41274,Biologie (Humanbiologie) - Experte,3,3,* ,* 
453,15/01/2019,,Schleswig-Holstein,4128,Berufe in der Biologie (s.s.T.),22,46,* ,5
454,15/01/2019,,Schleswig-Holstein,41284,Biologie (s.s.T.) - Experte,22,46,* ,5
455,15/01/2019,,Schleswig-Holstein,4129,Aufsicht und Führung - Biologie,3,6,* ,3
456,15/01/2019,,Schleswig-Holstein,41294,Führung - Biologie,3,6,* ,3
457,15/01/2019,,Schleswig-Holstein,413,Chemie,141,245,72,271
458,15/01/2019,,Schleswig-Holstein,4130,Berufe in der Chemie (o.S.),41,65,8,26
459,15/01/2019,,Schleswig-Holstein,41304,Chemie (o.S.) - Experte,41,65,8,26
460,15/01/2019,,Schleswig-Holstein,4131,Berufe in der Chemie- und Pharmatechnik,44,76,24,93
461,15/01/2019,,Schleswig-Holstein,41312,Chemie- und Pharmatechnik - Fachkraft,30,49,21,71
462,15/01/2019,,Schleswig-Holstein,41314,Chemie- und Pharmatechnik - Experte,12,25,3,20
463,15/01/2019,,Schleswig-Holstein,4132,Berufe im chemisch-techn. Laboratorium,42,83,32,122
464,15/01/2019,,Schleswig-Holstein,41322,Chemisch-techn. Laboratorium - Fachkraft,41,82,32,122
465,15/01/2019,,Schleswig-Holstein,4138,Berufe in der Chemie (s.s.T.),6,10,5,27
466,15/01/2019,,Schleswig-Holstein,41384,Chemie (s.s.T.) - Experte,6,10,5,27
467,15/01/2019,,Schleswig-Holstein,4139,Aufsicht und Führung - Chemie,7,8,3,3
468,15/01/2019,,Schleswig-Holstein,41393,Aufsicht - Chemie,7,8,3,3
469,15/01/2019,,Schleswig-Holstein,414,Physik,62,81,23,50
470,15/01/2019,,Schleswig-Holstein,4140,Berufe in der Physik (o.S.),32,36,5,9
471,15/01/2019,,Schleswig-Holstein,41404,Physik (o.S.) - Experte,32,36,5,9
472,15/01/2019,,Schleswig-Holstein,4141,Berufe physikalisch-techn. Laboratorium,4,9,4,6
473,15/01/2019,,Schleswig-Holstein,41414,Physikalisch-techn. Laboratorium-Experte,3,6,* ,4
474,15/01/2019,,Schleswig-Holstein,4142,Berufe in der Werkstofftechnik,15,21,7,15
475,15/01/2019,,Schleswig-Holstein,41422,Werkstofftechnik - Fachkraft,5,5,5,7
476,15/01/2019,,Schleswig-Holstein,41424,Werkstofftechnik - Experte,10,16,* ,8
477,15/01/2019,,Schleswig-Holstein,4143,Berufe in der Baustoffprüfung,5,6,3,16
478,15/01/2019,,Schleswig-Holstein,41432,Baustoffprüfung - Fachkraft,5,6,3,15
479,15/01/2019,,Schleswig-Holstein,4148,Berufe in der Physik (s.s.T.),6,9,4,4
480,15/01/2019,,Schleswig-Holstein,41484,Physik (s.s.T.) - Experte,6,9,4,4
481,15/01/2019,,Schleswig-Holstein,42,"Geologie-,Geografie-,Umweltschutzberufe",117,203,34,126
482,15/01/2019,,Schleswig-Holstein,421,"Geologie, Geografie und Meteorologie",54,97,18,68
483,15/01/2019,,Schleswig-Holstein,4212,Berufe in der Geologie,34,66,16,54
484,15/01/2019,,Schleswig-Holstein,42124,Geologie - Experte,34,66,16,54
485,15/01/2019,,Schleswig-Holstein,4213,Berufe in der Geografie,15,25,* ,11
486,15/01/2019,,Schleswig-Holstein,42134,Geografie - Experte,15,25,* ,11
487,15/01/2019,,Schleswig-Holstein,4214,Berufe in der Meteorologie,5,6,- ,* 
488,15/01/2019,,Schleswig-Holstein,42144,Meteorologie - Experte,5,6,- ,* 
489,15/01/2019,,Schleswig-Holstein,422,Umweltschutztechnik,34,51,7,29
490,15/01/2019,,Schleswig-Holstein,4220,Berufe in der Umweltschutztechnik (o.S.),14,28,7,25
491,15/01/2019,,Schleswig-Holstein,42202,Umweltschutztechnik (o.S.) - Fachkraft,4,5,- ,* 
492,15/01/2019,,Schleswig-Holstein,42204,Umweltschutztechnik (o.S.) - Experte,9,18,6,21
493,15/01/2019,,Schleswig-Holstein,4221,Schornsteinfeger/innen,16,18,- ,* 
494,15/01/2019,,Schleswig-Holstein,42212,Schornsteinfeger/innen - Fachkraft,16,18,- ,* 
495,15/01/2019,,Schleswig-Holstein,4229,Aufsicht - Umweltschutztechnik,3,4,- ,- 
496,15/01/2019,,Schleswig-Holstein,42293,Aufsicht - Umweltschutztechnik,3,4,- ,- 
497,15/01/2019,,Schleswig-Holstein,423,Umweltmanagement und -beratung,29,55,9,29
498,15/01/2019,,Schleswig-Holstein,4231,"Berufe Umweltschutzverwaltung, -beratung",26,51,6,23
499,15/01/2019,,Schleswig-Holstein,42313,"Umweltschutzverwalt,-beratung-Spezialist",13,23,* ,7
500,15/01/2019,,Schleswig-Holstein,42314,"Umweltschutzverwaltung,-beratung-Experte",13,28,5,16
501,15/01/2019,,Schleswig-Holstein,43,Informatik- und andere IKT-Berufe,737,"1,252",389,"1,041"
502,15/01/2019,,Schleswig-Holstein,431,Informatik,197,354,190,480
503,15/01/2019,,Schleswig-Holstein,4310,Berufe in der Informatik (o.S.),112,214,137,355
504,15/01/2019,,Schleswig-Holstein,43102,Informatik (o.S.) - Fachkraft,77,146,73,179
505,15/01/2019,,Schleswig-Holstein,43104,Informatik (o.S.) - Experte,34,64,64,173
506,15/01/2019,,Schleswig-Holstein,4311,Berufe in der Wirtschaftsinformatik,54,88,31,60
507,15/01/2019,,Schleswig-Holstein,43112,Wirtschaftsinformatik - Fachkraft,33,51,4,14
508,15/01/2019,,Schleswig-Holstein,43113,Wirtschaftsinformatik - Spezialist,13,22,5,10
509,15/01/2019,,Schleswig-Holstein,43114,Wirtschaftsinformatik - Experte,8,15,22,36
510,15/01/2019,,Schleswig-Holstein,4312,Berufe in der technischen Informatik,14,21,4,16
511,15/01/2019,,Schleswig-Holstein,43122,Technische Informatik - Fachkraft,11,16,* ,9
512,15/01/2019,,Schleswig-Holstein,4315,Berufe in der Medieninformatik,14,23,8,15
513,15/01/2019,,Schleswig-Holstein,43153,Medieninformatik - Spezialist,10,16,6,10
