index,date,federal_state_id,federal_state_name,professional_area_ID,professional_area,number_of_unemployed,number_of_job _seekers,reported_open_positions,reported_open_positions_moving_annual_total
10139,15/01/2019,,Baden-Württemberg,43414,Softwareentwicklung - Experte,282,453,557,"1,221"
10140,15/01/2019,,Baden-Württemberg,4342,Berufe in der Programmierung,116,191,83,149
10141,15/01/2019,,Baden-Württemberg,43423,Programmierung - Spezialist,116,191,83,149
10142,15/01/2019,,Baden-Württemberg,4349,"Führung-Softwareentwickl.,Programmierung",5,10,* ,* 
10143,15/01/2019,,Baden-Württemberg,43494,"Führung-Softwareentwickl.,Programmierung",5,10,* ,* 
10144,15/01/2019,,Baden-Württemberg,51,"Verkehr, Logistik (außer Fahrzeugführ.)","3,883","6,659","4,394","17,364"
10145,15/01/2019,,Baden-Württemberg,511,"Tech.Betrieb Eisenb.,Luft,Schiffsverkehr",14,39,45,67
10146,15/01/2019,,Baden-Württemberg,5112,Berufe technischer Luftverkehrsbetrieb,5,19,29,47
10147,15/01/2019,,Baden-Württemberg,51122,Techn. Luftverkehrsbetrieb - Fachkraft,3,16,29,41
10148,15/01/2019,,Baden-Württemberg,5113,Berufe technisch. Schiffsverkehrsbetrieb,8,18,11,14
10149,15/01/2019,,Baden-Württemberg,51132,Techn. Schiffsverkehrsbetrieb-Fachkraft,6,13,10,12
10150,15/01/2019,,Baden-Württemberg,512,"Überwachung,WartungVerkehrsinfrastruktur",21,47,69,240
10151,15/01/2019,,Baden-Württemberg,5121,Straßen- und Tunnelwärter/innen,16,29,22,93
10152,15/01/2019,,Baden-Württemberg,51212,"Straßen-, Tunnelwärter/innen - Fachkraft",16,29,22,93
10153,15/01/2019,,Baden-Württemberg,5122,"Überwach.,Wartung Eisenbahninfrastruktur",5,18,44,134
10154,15/01/2019,,Baden-Württemberg,51222,Wart. Eisenbahninfrastruktur - Fachkraft,5,18,42,132
10155,15/01/2019,,Baden-Württemberg,513,"Lagerwirt.,Post,Zustellung,Güterumschlag","2,981","5,119","3,243","13,291"
10156,15/01/2019,,Baden-Württemberg,5131,Berufe in der Lagerwirtschaft,"2,759","4,723","2,649","11,536"
10157,15/01/2019,,Baden-Württemberg,51312,Lagerwirtschaft - Fachkraft,"2,759","4,723","2,649","11,536"
10158,15/01/2019,,Baden-Württemberg,5132,Berufe für Post- und Zustelldienste,128,246,550,"1,573"
10159,15/01/2019,,Baden-Württemberg,51322,Post- und Zustelldienste - Fachkraft,128,246,550,"1,573"
10160,15/01/2019,,Baden-Württemberg,5139,"Aufsicht,Führung-Lagerw.Zustell.Güterum.",94,150,44,180
10161,15/01/2019,,Baden-Württemberg,51393,"Aufsicht-Lagerw.,Post,Zustell.,Güterum.",20,33,11,49
10162,15/01/2019,,Baden-Württemberg,51394,"Führung-Lagerw.,Post,Zustell.,Güterum.",74,117,33,131
10163,15/01/2019,,Baden-Württemberg,514,Servicekräfte im Personenverkehr,78,125,62,136
10164,15/01/2019,,Baden-Württemberg,5141,"Servicefachkräfte Straßen-,Schienenverk.",18,34,41,108
10165,15/01/2019,,Baden-Württemberg,51412,Servicefachk.StraßenSchienenv.-Fachkraft,18,34,41,108
10166,15/01/2019,,Baden-Württemberg,5142,Servicefachkräfte im Luftverkehr,56,82,21,27
10167,15/01/2019,,Baden-Württemberg,51422,Servicefachkräfte Luftverkehr-Fachkraft,56,82,21,27
10168,15/01/2019,,Baden-Württemberg,5149,Aufsicht-Personenverkehr(Servicebereich),3,6,- ,* 
10169,15/01/2019,,Baden-Württemberg,51493,Aufsicht-Personenverkehr(Servicebereich),3,6,- ,* 
10170,15/01/2019,,Baden-Württemberg,515,Überwachung u. Steuerung Verkehrsbetrieb,54,80,76,245
10171,15/01/2019,,Baden-Württemberg,5150,Berufe Überwachung Verkehrsbetrieb (oS),6,11,23,102
10172,15/01/2019,,Baden-Württemberg,51504,Überwach. Verkehrsbetrieb (oS) - Experte,5,10,23,99
10173,15/01/2019,,Baden-Württemberg,5152,Berufe Überwachung Eisenbahnverkehrsbetr,5,6,36,99
10174,15/01/2019,,Baden-Württemberg,51522,Überwach.Eisenbahnverkehrsbetr-Fachkraft,5,6,35,98
10175,15/01/2019,,Baden-Württemberg,5153,Berufe Überwachung Luftverkehrsbetrieb,3,8,* ,5
10176,15/01/2019,,Baden-Württemberg,5159,"Aufsicht,Führung-Überwach. Verkehrsbetr.",37,52,14,38
10177,15/01/2019,,Baden-Württemberg,51593,Aufsicht - Überwachung Verkehrsbetrieb,37,52,14,36
10178,15/01/2019,,Baden-Württemberg,516,Kaufleute - Verkehr und Logistik,735,"1,249",899,"3,385"
10179,15/01/2019,,Baden-Württemberg,5161,Verkehrskaufleute,7,15,4,24
10180,15/01/2019,,Baden-Württemberg,51613,Verkehrskaufleute - Spezialist,4,8,* ,17
10181,15/01/2019,,Baden-Württemberg,51614,Verkehrskaufleute - Experte,3,7,* ,7
10182,15/01/2019,,Baden-Württemberg,5162,Speditions- und Logistikkaufleute,567,973,770,"2,944"
10183,15/01/2019,,Baden-Württemberg,51622,"Speditions-,Logistikkaufleute-Fachkraft",262,447,530,"1,995"
10184,15/01/2019,,Baden-Württemberg,51623,"Speditions-,Logistikkaufleute-Spezialist",133,230,93,409
10185,15/01/2019,,Baden-Württemberg,51624,"Speditions-, Logistikkaufleute - Experte",172,296,147,540
10186,15/01/2019,,Baden-Württemberg,5163,Straßen- und Schienenverkehrskaufleute,69,106,107,286
10187,15/01/2019,,Baden-Württemberg,51632,"Straßen,Schienenverkehrskaufl.-Fachkraft",69,105,107,286
10188,15/01/2019,,Baden-Württemberg,5166,Kurier-Express-Postdienstleistungskaufl.,16,28,7,24
10189,15/01/2019,,Baden-Württemberg,51662,KurierExpressPostdienstl.kaufl-Fachkraft,16,28,7,24
10190,15/01/2019,,Baden-Württemberg,5169,"Führung-Verkehr,Logistik (kaufm.Bereich)",74,123,11,104
10191,15/01/2019,,Baden-Württemberg,51694,"Führung-Verkehr,Logistik (kaufm.Bereich)",74,123,11,104
10192,15/01/2019,,Baden-Württemberg,52,Führer von Fahrzeug- u. Transportgeräten,"6,590","11,396","3,946","9,283"
10193,15/01/2019,,Baden-Württemberg,521,Fahrzeugführung im Straßenverkehr,"6,289","10,942","3,461","8,318"
10194,15/01/2019,,Baden-Württemberg,5211,Berufskraftfahrer(Personentransport/PKW),336,710,171,381
10195,15/01/2019,,Baden-Württemberg,52112,Berufskraftfahrer(Pers./PKW.)-Fachkraft,336,710,171,381
10196,15/01/2019,,Baden-Württemberg,5212,Berufskraftfahrer (Güterverkehr/LKW),"1,689","2,736","2,257","5,153"
10197,15/01/2019,,Baden-Württemberg,52122,Berufskraftfahrer(Güterv./LKW)-Fachkraft,"1,689","2,736","2,257","5,153"
10198,15/01/2019,,Baden-Württemberg,5213,"Bus-, Straßenbahnfahrer/innen",313,577,361,662
10199,15/01/2019,,Baden-Württemberg,52132,"Bus-, Straßenbahnfahrer/innen-Fachkraft",313,577,361,662
10200,15/01/2019,,Baden-Württemberg,5218,Fahrzeugführer im Straßenverkehr(s.s.T.),"3,951","6,919",672,"2,122"
10201,15/01/2019,,Baden-Württemberg,52182,FahrzeugführerStraßenverk(ssT)-Fachkraft,"3,951","6,919",672,"2,122"
10202,15/01/2019,,Baden-Württemberg,522,Fahrzeugführung im Eisenbahnverkehr,19,31,131,215
10203,15/01/2019,,Baden-Württemberg,5220,Triebfahrzeugführer Eisenbahnverkehr(oS),19,31,131,215
10204,15/01/2019,,Baden-Württemberg,52202,TriebfahrzeugführEisenbahn(oS)-Fachkraft,19,31,131,215
10205,15/01/2019,,Baden-Württemberg,523,Fahrzeugführung im Flugverkehr,26,40,- ,- 
10206,15/01/2019,,Baden-Württemberg,5231,Piloten und Verkehrsflugzeugführer,22,35,- ,- 
10207,15/01/2019,,Baden-Württemberg,52313,PilotenVerkehrsflugzeugführer-Spezialist,20,32,- ,- 
10208,15/01/2019,,Baden-Württemberg,5238,Fahrzeugführer im Flugverkehr (s.s.T.),4,5,- ,- 
10209,15/01/2019,,Baden-Württemberg,52383,Fahrzeugführer Flugverk.(ssT)-Spezialist,3,4,- ,- 
10210,15/01/2019,,Baden-Württemberg,524,Fahrzeugführung im Schiffsverkehr,18,31,* ,3
10211,15/01/2019,,Baden-Württemberg,5241,Nautische Schiffsoffiziere und Kapitäne,10,19,- ,- 
10212,15/01/2019,,Baden-Württemberg,52413,"NautSchiffsoffiziere,Kapitäne-Spezialist",6,14,- ,- 
10213,15/01/2019,,Baden-Württemberg,52414,"Naut.Schiffsoffiziere, Kapitäne-Experte",4,5,- ,- 
10214,15/01/2019,,Baden-Württemberg,5242,"Schiffsführer Binnen-,Hafenverkehr",8,12,* ,3
10215,15/01/2019,,Baden-Württemberg,52422,"Schiffsführ.Binnen-,Hafenverk.-Fachkraft",3,6,- ,- 
10216,15/01/2019,,Baden-Württemberg,52423,"Schiffsführ.Binnen,Hafenverk.-Spezialist",5,6,* ,3
10217,15/01/2019,,Baden-Württemberg,525,Bau- und Transportgeräteführung,238,352,352,747
10218,15/01/2019,,Baden-Württemberg,5251,"Führer land-,forstwirtschaftl. Maschinen",8,13,12,29
10219,15/01/2019,,Baden-Württemberg,52512,"Führer land-,forstw. Maschinen-Fachkraft",8,13,12,29
10220,15/01/2019,,Baden-Württemberg,5252,"Führer Erdbewegungs-,verwandte Maschinen",174,248,256,510
10221,15/01/2019,,Baden-Württemberg,52522,"Führer Erdbeweg,verw.Maschinen-Fachkraft",174,248,256,510
10222,15/01/2019,,Baden-Württemberg,5253,"Kranführer, Bediener Hebeeinrichtungen",47,74,78,180
10223,15/01/2019,,Baden-Württemberg,52532,Kranführ.BedienerHebeeinricht.-Fachkraft,47,74,78,180
10224,15/01/2019,,Baden-Württemberg,5259,"Aufsicht - Bau-, Transportgeräteführung",9,17,6,28
10225,15/01/2019,,Baden-Württemberg,52593,"Aufsicht - Bau-, Transportgeräteführung",9,17,6,28
10226,15/01/2019,,Baden-Württemberg,53,"Schutz-,Sicherheits-, Überwachungsberufe","6,691","9,268","1,507","3,132"
10227,15/01/2019,,Baden-Württemberg,531,"Obj.-,Pers.-,Brandschutz,Arbeitssicherh.","6,657","9,196","1,464","3,023"
10228,15/01/2019,,Baden-Württemberg,5311,"Berufe im Objekt-,Werte-, Personenschutz","6,385","8,779","1,087","2,059"
10229,15/01/2019,,Baden-Württemberg,53112,"Objekt-,Werte-, Personenschutz-Fachkraft","6,385","8,779","1,087","2,059"
10230,15/01/2019,,Baden-Württemberg,5312,Berufe Arbeitssicherh. Sicherheitstech.,60,80,91,194
10231,15/01/2019,,Baden-Württemberg,53123,"Arbeitssicherh.,Sich.-technik-Spezialist",45,61,79,158
10232,15/01/2019,,Baden-Württemberg,53124,"Arbeitssicherh.,Sich.-technik-Experte",15,19,12,36
10233,15/01/2019,,Baden-Württemberg,5313,Berufe im Brandschutz,16,30,14,86
10234,15/01/2019,,Baden-Württemberg,53132,Brandschutz - Fachkraft,6,12,11,56
10235,15/01/2019,,Baden-Württemberg,53133,Brandschutz - Spezialist,10,18,3,30
10236,15/01/2019,,Baden-Württemberg,5314,Berufe in der Badeaufsicht,67,107,94,329
10237,15/01/2019,,Baden-Württemberg,53142,Badeaufsicht - Fachkraft,67,107,94,329
10238,15/01/2019,,Baden-Württemberg,5315,Detektive/Detektivinnen,21,37,66,131
10239,15/01/2019,,Baden-Württemberg,53152,Detektive/Detektivinnen - Fachkraft,21,37,66,131
10240,15/01/2019,,Baden-Württemberg,5318,"Obj.Pers.Brandschutz,Arbeitssicherh(ssT)",91,137,98,189
10241,15/01/2019,,Baden-Württemberg,53182,Obj.Pers.Brandschutz (ssT)-Fachkraft,22,34,20,77
10242,15/01/2019,,Baden-Württemberg,53183,Obj.Pers.Brandschutz (ssT)-Spezialist,11,13,50,70
10243,15/01/2019,,Baden-Württemberg,53184,Obj.Pers.Brandschutz (ssT)-Experte,58,90,28,42
10244,15/01/2019,,Baden-Württemberg,5319,"Aufsicht,Führung-Objekt-,Brandschutz",16,25,14,34
10245,15/01/2019,,Baden-Württemberg,53193,"Aufsicht-Objekt,Brandschutz,Arbeitssich.",16,24,12,26
10246,15/01/2019,,Baden-Württemberg,532,"Polizei,Kriminald.,Gerichts,Justizvollz.",3,15,12,30
10247,15/01/2019,,Baden-Württemberg,5321,Berufe im Polizeivollzugsdienst,3,9,- ,10
10248,15/01/2019,,Baden-Württemberg,53212,Polizeivollzugsdienst - Fachkraft,3,7,- ,* 
10249,15/01/2019,,Baden-Württemberg,533,"Gewerbe,Gesundheitsaufsicht,Desinfektion",31,57,31,79
10250,15/01/2019,,Baden-Württemberg,5332,"Gesundheitsaufsicht, Hygieneüberwachung",9,19,4,19
10251,15/01/2019,,Baden-Württemberg,53322,"Gesundheitsaufs.,Hygieneüberw.-Fachkraft",4,8,* ,15
10252,15/01/2019,,Baden-Württemberg,53323,Gesundheitsaufs.Hygieneüberw.-Spezialist,5,11,* ,4
10253,15/01/2019,,Baden-Württemberg,5333,Berufe in der Lebensmittelkontrolle,12,22,- ,19
10254,15/01/2019,,Baden-Württemberg,53333,Lebensmittelkontrolle - Spezialist,11,19,- ,17
10255,15/01/2019,,Baden-Württemberg,5334,"Berufe Desinfektion,Schädlingsbekämpfung",10,16,26,38
10256,15/01/2019,,Baden-Württemberg,53342,"Desinfekt., Schädlingsbekämpf.-Fachkraft",10,16,26,38
10257,15/01/2019,,Baden-Württemberg,54,Reinigungsberufe,"1,319","2,620",614,"2,251"
10258,15/01/2019,,Baden-Württemberg,541,Reinigung,"1,319","2,620",614,"2,251"
10259,15/01/2019,,Baden-Württemberg,5411,Berufe in der Gebäudereinigung,813,"1,713",278,"1,241"
10260,15/01/2019,,Baden-Württemberg,54112,Gebäudereinigung - Fachkraft,813,"1,712",277,"1,237"
10261,15/01/2019,,Baden-Württemberg,5412,"Berufe in der Glas-, Fensterreinigung",46,74,51,126
10262,15/01/2019,,Baden-Württemberg,54122,"Glas-, Fensterreinigung - Fachkraft",46,74,51,126
10263,15/01/2019,,Baden-Württemberg,5413,Berufe in der Textilreinigung,88,191,40,107
10264,15/01/2019,,Baden-Württemberg,54132,Textilreinigung - Fachkraft,88,191,40,107
10265,15/01/2019,,Baden-Württemberg,5414,"Berufe i.d. Maschinen-, Anlagenreinigung",34,63,18,67
10266,15/01/2019,,Baden-Württemberg,54142,"Maschinen-, Anlagenreinigung - Fachkraft",34,63,18,67
10267,15/01/2019,,Baden-Württemberg,5415,Berufe in der Fahrzeugreinigung,220,410,153,446
10268,15/01/2019,,Baden-Württemberg,54152,Fahrzeugreinigung - Fachkraft,220,410,153,446
10269,15/01/2019,,Baden-Württemberg,5418,Berufe in der Reinigung (s.s.T.),5,10,3,3
10270,15/01/2019,,Baden-Württemberg,54182,Reinigung (s.s.T.) - Fachkraft,5,10,3,3
10271,15/01/2019,,Baden-Württemberg,5419,Aufsicht - Reinigung,113,159,71,261
10272,15/01/2019,,Baden-Württemberg,54193,Aufsicht - Reinigung,113,159,71,261
10273,15/01/2019,,Baden-Württemberg,61,"Einkaufs-, Vertriebs- und Handelsberufe","4,193","6,576","2,286","8,005"
10274,15/01/2019,,Baden-Württemberg,611,Einkauf und Vertrieb,"3,295","5,127","1,779","6,150"
10275,15/01/2019,,Baden-Württemberg,6111,Berufe im Einkauf,524,827,442,"2,013"
10276,15/01/2019,,Baden-Württemberg,61112,Einkauf - Fachkraft,202,323,142,755
10277,15/01/2019,,Baden-Württemberg,61113,Einkauf - Spezialist,322,504,300,"1,258"
10278,15/01/2019,,Baden-Württemberg,6112,Berufe im Vertrieb (außer IKT),"2,132","3,381","1,227","3,853"
10279,15/01/2019,,Baden-Württemberg,61122,Vertrieb (außer IKT) - Fachkraft,617,"1,015",342,"1,553"
10280,15/01/2019,,Baden-Württemberg,61123,Vertrieb (außer IKT) - Spezialist,"1,032","1,604",611,"1,587"
10281,15/01/2019,,Baden-Württemberg,61124,Vertrieb (außer IKT) - Experte,483,762,274,713
10282,15/01/2019,,Baden-Württemberg,6114,Kaufleute im Automatenservice,27,42,19,58
10283,15/01/2019,,Baden-Württemberg,61142,Kaufleute Automatenservice - Fachkraft,27,42,19,58
10284,15/01/2019,,Baden-Württemberg,6116,Berufe im Verleih (außer Geld u. Pfand),13,23,23,52
10285,15/01/2019,,Baden-Württemberg,61162,Verleih (außer Geld u. Pfand) -Fachkraft,13,23,23,52
10286,15/01/2019,,Baden-Württemberg,6119,Führung - Einkauf und Vertrieb,599,851,65,167
10287,15/01/2019,,Baden-Württemberg,61194,Führung - Einkauf und Vertrieb,599,851,65,167
10288,15/01/2019,,Baden-Württemberg,612,Handel,608,"1,016",337,"1,215"
10289,15/01/2019,,Baden-Württemberg,6120,Kaufleute im Handel (o.S.),62,103,14,57
10290,15/01/2019,,Baden-Württemberg,61203,Kaufleute im Handel (o.S.) - Spezialist,45,76,10,39
10291,15/01/2019,,Baden-Württemberg,61204,Kaufleute im Handel (o.S.) - Experte,17,27,4,18
10292,15/01/2019,,Baden-Württemberg,6121,Kaufleute im Groß- und Außenhandel,522,871,279,"1,042"
10293,15/01/2019,,Baden-Württemberg,61212,"Kaufleute Groß-, Außenhandel - Fachkraft",500,835,270,"1,010"
10294,15/01/2019,,Baden-Württemberg,61213,"Kaufleute Groß-, Außenhandel -Spezialist",22,36,9,32
10295,15/01/2019,,Baden-Württemberg,6128,Kaufleute im Handel (s.s.T.),15,29,36,105
10296,15/01/2019,,Baden-Württemberg,61282,Kaufleute im Handel (s.s.T) - Fachkraft,4,8,17,56
10297,15/01/2019,,Baden-Württemberg,61283,Kaufleute im Handel (s.s.T) - Spezialist,7,16,19,49
10298,15/01/2019,,Baden-Württemberg,61284,Kaufleute im Handel (s.s.T.) - Experte,4,5,- ,- 
10299,15/01/2019,,Baden-Württemberg,6129,Führung - Handel,9,13,8,11
10300,15/01/2019,,Baden-Württemberg,61294,Führung - Handel,9,13,8,11
10301,15/01/2019,,Baden-Württemberg,613,"Immobilienwirtschaft,Facility-Management",290,433,170,640
10302,15/01/2019,,Baden-Württemberg,6131,"Berufe Immobilienvermarktung,-verwaltung",259,390,133,491
10303,15/01/2019,,Baden-Württemberg,61312,"Immobilienvermarktung,-verwal.-Fachkraft",99,152,80,308
10304,15/01/2019,,Baden-Württemberg,61313,"Immobilienvermarktung,verwal.-Spezialist",144,218,41,139
10305,15/01/2019,,Baden-Württemberg,61314,"Immobilienvermarktung,-verwal.-Experte",16,20,12,44
10306,15/01/2019,,Baden-Württemberg,6132,Berufe im Facility-Management,28,39,37,148
10307,15/01/2019,,Baden-Württemberg,61323,Facility-Management - Spezialist,28,39,37,148
10308,15/01/2019,,Baden-Württemberg,6139,"Führung-Immobilienwirt., Facility-Manag.",3,4,- ,* 
10309,15/01/2019,,Baden-Württemberg,61394,"Führung-Immobilienwirt., Facility-Manag.",3,4,- ,* 
10310,15/01/2019,,Baden-Württemberg,62,Verkaufsberufe,"8,277","14,968","7,484","18,624"
10311,15/01/2019,,Baden-Württemberg,621,Verkauf (ohne Produktspezialisierung),"6,051","10,851","4,691","11,912"
10312,15/01/2019,,Baden-Württemberg,6210,Berufe im Verkauf (ohne Produktspezial.),"4,357","8,061","3,738","9,589"
10313,15/01/2019,,Baden-Württemberg,62102,Verkauf (ohne Produktspezial.)-Fachkraft,"4,341","8,035","3,728","9,523"
10314,15/01/2019,,Baden-Württemberg,62103,Verkauf (ohne Produktspez.) - Spezialist,16,26,10,66
10315,15/01/2019,,Baden-Württemberg,6211,"Kassierer/innen, Kartenverkäufer/innen","1,193","2,000",260,951
10316,15/01/2019,,Baden-Württemberg,62112,"Kassierer, Kartenverkäufer - Fachkraft","1,193","2,000",260,951
10317,15/01/2019,,Baden-Württemberg,6212,"Verkaufsstand-, Marktverkäufer/innen",28,49,39,73
10318,15/01/2019,,Baden-Württemberg,62122,"Verkaufsstand-,Marktverkäufer -Fachkraft",28,49,39,73
10319,15/01/2019,,Baden-Württemberg,6218,Berufe im Verkauf (o. Produktspez.)(ssT),69,111,102,251
10320,15/01/2019,,Baden-Württemberg,62182,Verkauf (o. Produktspez) (ssT)-Fachkraft,13,24,33,42
10321,15/01/2019,,Baden-Württemberg,62183,Verkauf (o. Produktspez)(ssT)-Spezialist,56,87,69,209
10322,15/01/2019,,Baden-Württemberg,6219,Aufsicht und Führung - Verkauf,404,630,552,"1,048"
10323,15/01/2019,,Baden-Württemberg,62193,Aufsicht - Verkauf,23,36,8,20
10324,15/01/2019,,Baden-Württemberg,62194,Führung - Verkauf,381,594,544,"1,028"
10325,15/01/2019,,Baden-Württemberg,622,"Verkauf Bekleid.,Elektro,KFZ,Hartwaren","1,048","1,790","1,144","3,299"
10326,15/01/2019,,Baden-Württemberg,6221,"Berufe im Verkauf (Bekleid.,Leder,Sport)",306,587,287,914
10327,15/01/2019,,Baden-Württemberg,62212,"Verkauf (Bekleid.,Leder,Sport)-Fachkraft",306,587,287,914
10328,15/01/2019,,Baden-Württemberg,6222,"Berufe im Verkauf (Schmuck, Uhren)",22,47,37,122
10329,15/01/2019,,Baden-Württemberg,62222,"Verkauf (Schmuck, Uhren) - Fachkraft",22,47,37,122
10330,15/01/2019,,Baden-Württemberg,6223,"Berufe im Verkauf (Büro, Geschenk,Spiel)",21,33,9,30
10331,15/01/2019,,Baden-Württemberg,62232,"Verkauf (Büro,Geschenk,Spiel)-Fachkraft",21,33,9,30
10332,15/01/2019,,Baden-Württemberg,6224,"Berufe im Verkauf (Elektro,Haushaltsw.)",84,146,74,174
10333,15/01/2019,,Baden-Württemberg,62242,"Verkauf (Elektro-,Hauswaltsw.)-Fachkraft",84,146,74,174
10334,15/01/2019,,Baden-Württemberg,6225,"Berufe im Verkauf (Möbel, Einrichtung)",75,129,99,194
10335,15/01/2019,,Baden-Württemberg,62252,"Verkauf (Möbel, Einrichtung)-Fachkraft",75,129,99,194
10336,15/01/2019,,Baden-Württemberg,6226,"Berufe im Verkauf (Garten, Heimwerk.)",178,284,276,733
10337,15/01/2019,,Baden-Württemberg,62262,"Verkauf (Garten,Heimwerk,Tier)-Fachkraft",178,284,276,733
10338,15/01/2019,,Baden-Württemberg,6227,"Berufe im Verkauf (KFZ, Zweirad,Zubehör)",322,497,311,966
10339,15/01/2019,,Baden-Württemberg,62272,"Verkauf (KFZ, Zweirad,Zubehör)-Fachkraft",322,497,311,966
10340,15/01/2019,,Baden-Württemberg,6228,Berufe im Verkauf (ssT),40,67,51,166
10341,15/01/2019,,Baden-Württemberg,62282,Verkauf (ssT) - Fachkraft,40,67,51,166
10342,15/01/2019,,Baden-Württemberg,623,Verkauf von Lebensmitteln,877,"1,780","1,352","3,142"
10343,15/01/2019,,Baden-Württemberg,6230,Berufe im Verkauf von Lebensmitteln (oS),169,321,192,509
10344,15/01/2019,,Baden-Württemberg,62302,Verkauf Lebensmittel (o.S.) - Fachkraft,169,321,192,509
10345,15/01/2019,,Baden-Württemberg,6231,"Berufe Verkauf Back-, Konditoreiwaren",508,"1,056",624,"1,552"
10346,15/01/2019,,Baden-Württemberg,62312,"Verkauf Back-,Konditoreiwaren-Fachkraft",508,"1,056",624,"1,552"
10347,15/01/2019,,Baden-Württemberg,6232,Berufe im Verkauf von Fleischwaren,176,363,447,989
10348,15/01/2019,,Baden-Württemberg,62322,Verkauf von Fleischwaren - Fachkraft,176,363,447,989
10349,15/01/2019,,Baden-Württemberg,6238,Berufe Verkauf von Lebensmitteln (s.s.T),24,40,89,92
10350,15/01/2019,,Baden-Württemberg,62382,Verkauf Lebensmittel (s.s.T.)-Fachkraft,24,40,89,92
10351,15/01/2019,,Baden-Württemberg,624,"Verkauf drog.apotheken.Waren,Medizinbed.",232,414,278,241
10352,15/01/2019,,Baden-Württemberg,6241,"Verkauf drogerie-,apothekenübliche Waren",202,364,249,152
10353,15/01/2019,,Baden-Württemberg,62412,Verkauf drog.apotheken.Waren-Fachkraft,202,364,249,152
10354,15/01/2019,,Baden-Württemberg,6242,"Berufe Verkauf Sanitäts-, Medizinbedarf",30,50,29,89
10355,15/01/2019,,Baden-Württemberg,62422,"Verkauf Sanitäts,Medizinbedarf-Fachkraft",30,50,29,89
10356,15/01/2019,,Baden-Württemberg,625,"Buch-Kunst-Antiquitäten-,Musikfachhandel",69,133,19,30
10357,15/01/2019,,Baden-Württemberg,6251,Berufe im Buchhandel,60,108,19,28
10358,15/01/2019,,Baden-Württemberg,62512,Buchhandel - Fachkraft,59,106,19,28
10359,15/01/2019,,Baden-Württemberg,6252,Berufe im Kunst- und Antiquitätenhandel,4,14,- ,* 
10360,15/01/2019,,Baden-Württemberg,62522,"Kunst-, Antiquitätenhandel - Fachkraft",4,14,- ,* 
10361,15/01/2019,,Baden-Württemberg,6253,Berufe im Musikfachhandel,5,11,- ,* 
10362,15/01/2019,,Baden-Württemberg,62532,Musikfachhandel - Fachkraft,5,11,- ,* 
10363,15/01/2019,,Baden-Württemberg,63,"Tourismus-, Hotel- und Gaststättenberufe","5,212","8,575","3,148","9,418"
10364,15/01/2019,,Baden-Württemberg,631,Tourismus und Sport,386,644,202,635
10365,15/01/2019,,Baden-Württemberg,6311,Tourismuskaufleute,183,329,163,487
10366,15/01/2019,,Baden-Württemberg,63112,Tourismuskaufleute - Fachkraft,146,259,157,450
10367,15/01/2019,,Baden-Württemberg,63113,Tourismuskaufleute - Spezialist,6,10,- ,4
10368,15/01/2019,,Baden-Württemberg,63114,Tourismuskaufleute - Experte,31,60,6,33
10369,15/01/2019,,Baden-Württemberg,6312,"Sport-, Fitnesskaufleute, Sportmanager",101,168,24,91
10370,15/01/2019,,Baden-Württemberg,63122,"Sport-,Fitnesskaufl.Sportmanag-Fachkraft",58,95,18,72
10371,15/01/2019,,Baden-Württemberg,63123,"Sport,Fitnesskaufl.Sportmanag-Spezialist",6,15,- ,* 
10372,15/01/2019,,Baden-Württemberg,63124,"Sport-,Fitnesskaufl.Sportmanag-Experte",37,58,6,17
10373,15/01/2019,,Baden-Württemberg,6313,"Animateur/innen, Gästebetreuer/innen",38,55,7,39
10374,15/01/2019,,Baden-Württemberg,63132,Animateure und Gästebetreuer - Fachkraft,38,55,7,39
10375,15/01/2019,,Baden-Württemberg,6314,"Reiseleiter/innen, Fremdenführer/innen",48,74,4,10
10376,15/01/2019,,Baden-Württemberg,63142,"Reiseleiter, Fremdenführer - Fachkraft",35,56,- ,* 
10377,15/01/2019,,Baden-Württemberg,63143,"Reiseleiter, Fremdenführer - Spezialist",13,18,4,8
10378,15/01/2019,,Baden-Württemberg,6319,Führung - Tourismus und Sport,16,18,4,8
10379,15/01/2019,,Baden-Württemberg,63194,Führung - Tourismus und Sport,16,18,4,8
10380,15/01/2019,,Baden-Württemberg,632,Hotellerie,"1,765","2,819",735,"2,693"
10381,15/01/2019,,Baden-Württemberg,6321,Hotelkaufleute,51,92,25,93
10382,15/01/2019,,Baden-Württemberg,63212,Hotelkaufleute - Fachkraft,43,79,20,82
10383,15/01/2019,,Baden-Württemberg,63213,Hotelkaufleute - Spezialist,8,13,5,11
10384,15/01/2019,,Baden-Württemberg,6322,Berufe im Hotelservice,"1,559","2,500",646,"2,350"
10385,15/01/2019,,Baden-Württemberg,63222,Hotelservice - Fachkraft,"1,559","2,500",646,"2,350"
10386,15/01/2019,,Baden-Württemberg,6329,Aufsicht und Führung - Hotellerie,155,227,64,250
10387,15/01/2019,,Baden-Württemberg,63293,Aufsicht - Hotellerie,61,98,50,202
10388,15/01/2019,,Baden-Württemberg,63294,Führung - Hotellerie,94,129,14,48
10389,15/01/2019,,Baden-Württemberg,633,Gastronomie,"2,840","4,744","2,173","5,872"
10390,15/01/2019,,Baden-Württemberg,6330,Berufe im Gastronomieservice (o.S.),"2,230","3,724","1,827","4,956"
